name,locations,taxonomy_kingdom,taxonomy_phylum,taxonomy_class,taxonomy_order,taxonomy_family,taxonomy_genus,taxonomy_scientific_name,characteristics_prey,characteristics_name_of_young,characteristics_group_behavior,characteristics_estimated_population_size,characteristics_biggest_threat,characteristics_most_distinctive_feature,characteristics_other_name(s),characteristics_gestation_period,characteristics_habitat,characteristics_diet,characteristics_average_litter_size,characteristics_lifestyle,characteristics_common_name,characteristics_number_of_species,characteristics_location,characteristics_slogan,characteristics_group,characteristics_color,characteristics_skin_type,characteristics_top_speed,characteristics_lifespan,characteristics_weight,characteristics_length,characteristics_age_of_sexual_maturity,characteristics_age_of_weaning,characteristics_litter_size,characteristics_predators,characteristics_type,characteristics_height,characteristics_distinctive_feature,characteristics_temperament,characteristics_training,characteristics_wingspan,characteristics_incubation_period,characteristics_age_of_fledgling,characteristics_average_clutch_size,characteristics_main_prey,characteristics_water_type,characteristics_age_of_independence,characteristics_nesting_location,characteristics_age_of_molting,characteristics_favorite_food,characteristics_origin,characteristics_migratory,domesticos,protegidos,exoticos
Barn Owl,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Aves,Strigiformes,Tytonidae,Tyto,Tyto alba,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Open plains and low-lying woodland,Carnivore,Unknown,Solitary,Unknown,Unkown,Unknown,Found everywhere around the world!,Unknown,BrownGreyBlackWhiteOrange,Feathers,50 mph,5 - 10 years,300g - 550g (10oz - 19.4oz),Unknown,Unknown,Unknown,Unknown,Unknown,Bird,25cm - 45cm (9.8in - 18in),"White heart-shaped face and large, dark eyes",Unknown,Unknown,75cm - 110cm (30in - 43in),Unknown,Unknown,4.0,"Small mammals, Fish, Birds",Unknown,Unknown,Unknown,Unknown,Small mammals,Unknown,Unknown,1,0,0
Quetzal,"['Central-America', 'South-America']",Animalia,Chordata,Aves,Trogoniformes,Trogonidae,"Pharomachrus, Euptilotis","Pharomachrus, Euptilotis","Fruits, Berries, Insects",Chick,Solitary,"50,000",Habitat loss and capture,Soft and deep but loud calls,Trogon,Unknown,High and moist cloud forests,Omnivore,Unknown,Crepuscular,Quetzal,6.0,Central America,The tail feathers of the male can be 1m long!,Bird,BrownGreyRedBlueWhiteGreen,Feathers,Unknown,20 - 25 years,200g - 225g (7oz - 8oz),Unknown,5 - 6 years,Unknown,Unknown,"Squirrels, Owls, Hawks",Unknown,35cm - 40.5cm (14in - 16in),Unknown,Unknown,Unknown,Unknown,18 days,4 weeks,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0
Parrotlet,"['Central-America', 'South-America']",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Forpus,Forpus cyanopygius,Occasionally insects,Unknown,Unknown,"Tens of thousands, conservatively","Habitat disruption, illegal parrotlet trade",Their colorful feathers,Pocket parrot,Unknown,"Savannas, riverine forests scrubland, pastures, gallery forests, palm groves, deserts, gardens, tropical and subtropical forests",Omnivore,Unknown,Unknown,Parrotlets,Unkown,"Places of origin are Mexico, South and Central America",Unknown,Unknown,GreyYellowBlueWhiteGreen,Feathers,40 mph,Up to 30 years,1 ounce,4.5 to 5 inches,Unknown,Unknown,Three to seven,"Birds of prey, big cats, bats, monkeys, and snakes",Bird,Unknown,Unknown,"Feisty, affectionate, sometimes aggressive",Unknown,6 inches on average,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,29 to 35 days,Unknown,Unknown,Unknown,1,0,0
Moorhen,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallinula,Gallinula,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Marshes, wetlands and ponds",Omnivore,Unknown,Flock,Unknown,Unkown,Unknown,Feeds on aquatic insects and water-spiders!,Unknown,BrownBlackWhite,Feathers,22 mph,1 - 3 years,70g - 400g (2.5oz - 14oz),25cm - 38cm (10in - 15in),Unknown,Unknown,Unknown,"Foxes, Dogs, Raccoons",Bird,Unknown,Small rounded head and pointed beak,Unknown,Unknown,50cm - 80cm (20in - 31in),Unknown,Unknown,7.0,"Insects, Rodents, Berries",Unknown,Unknown,Unknown,Unknown,Insects,Unknown,Unknown,1,0,0
Crane,"['Africa', 'Asia', 'Eurasia', 'Europe', 'North-America', 'Oceania']",Animalia,Chordata,Aves,Gruiformes,Gruidae,Unknown,Gruidae,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Temperate wetlands,Omnivore,Unknown,Flock,Unknown,Unkown,Unknown,Many are critically endangered species!,Unknown,BrownGreyRedBlueBlackWhite,Feathers,25 mph,15 - 30 years,3.7kg - 10kg (8.2lbs - 22lbs),1m - 1.4m (40in - 55in),Unknown,Unknown,Unknown,"Fox, Eagle, Wildcats",Bird,Unknown,Large body size and long beak,Unknown,Unknown,1.8m - 2.4m (71in - 95in),Unknown,Unknown,4.0,"Insects. Fish, Grain",Unknown,Unknown,Unknown,Unknown,Insects,Unknown,Unknown,1,0,0
Snowy Owl,"['Eurasia', 'Europe', 'North-America', 'Ocean']",Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,Bubo scandiacus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Woodland within the Arctic tundra,Carnivore,Unknown,Solitary,Unknown,Unkown,Unknown,One of the largest owl species in the world!,Unknown,GreyBlackWhite,Feathers,50 mph,10 - 17 years,1.1kg - 2kg (2.4lbs - 4.4lbs),Unknown,Unknown,Unknown,Unknown,"Human, Foxes, Wild dogs",Bird,60cm - 75cm (24in - 30in),Black and white markings and large head,Unknown,Unknown,130cm - 164cm (51in - 65in),Unknown,Unknown,7.0,"Lemmings, Voles, Fish",Unknown,Unknown,Unknown,Unknown,Lemmings,Unknown,Unknown,1,0,0
European Bee-Eater,"['Africa', 'Asia', 'Eurasia', 'Europe']",Animalia,Chordata,Aves,Coraciiformes,Meropidae,Merops,Merops apiaster,"insects, bees, hornets",Unknown,Unknown,78 million birds,Parasites,Bright rainbow coloring,Unknown,Unknown,"grassland, savannahs",Omnivore,Unknown,Unknown,"Bee Eater, Bee-Eater",Unkown,"Europe, Africa & Asia",Unknown,Unknown,YellowRedBlueBlackWhite,Feathers,29 mph,Unknown,1.5 - 3 ounces,11 inches,Unknown,Unknown,Unknown,"owls , snakes , other raptors and reptiles",Bird,3 inches,Unknown,Unknown,Unknown,17 - 20 inches,3 - 4 weeks,Unknown,Unknown,Unknown,Unknown,Unknown,Burrows,8 months,"insects, primarily bees, wasps and hornets",Unknown,1.0,0,1,0
Flamingo,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'South-America']",Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Large lakes and plant less lagoons,Omnivore,Unknown,Flock,Unknown,Unkown,Unknown,Sleeps on just one leg!,Unknown,BlueWhiteOrangePink,Feathers,31 mph,15 - 30 years,2kg - 4kg (4.4lbs - 8.8lbs),Unknown,Unknown,Unknown,Unknown,"Human, Eagles, Wild dogs",Bird,100cm - 150cm (39in - 59in),"Long, curved beak and sleep standing on one leg",Unknown,Unknown,100cm - 180cm (59in - 71in),Unknown,Unknown,1.0,"Algae, Fish, Insects",Unknown,Unknown,Unknown,Unknown,Algae,Unknown,Unknown,1,0,0
Mexican Eagle (Northern crested caracara),"['Central-America', 'North-America', 'South-America']",Animalia,Chordata,Aves,Falconiformes,Falconidae,Caracara,Caracara cheriway,"Rabbits, squirrels, skunks, frogs, lizards, snakes, turtles, fish, insects, birds, and alligators",Unknown,Unknown,Unknown,Unknown,The multi-colored beak,Mexican eagle,Unknown,"Prairies, deserts, and other semi-open terrains",Carnivore,Unknown,Unknown,Northern Crested Caracara,1.0,North America and South America,Unknown,Unknown,BrownBlueWhiteOrange,Unknown,Unknown,26 years,1.3kg (3lbs),Unknown,Unknown,Unknown,Unknown,Raccoons and crows,Bird,50-65cm (20-26in),Unknown,Unknown,Unknown,1.2-1.3m (47-52in),30 days,Unknown,Unknown,Unknown,Unknown,Unknown,"Shrubs, trees, and other structures",42-56 days,Unknown,Unknown,Unknown,1,0,0
Cooper’s Hawk,"['Central-America', 'North-America']",Animalia,Hemichordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter cooperii,"Birds, mammals",Chicks,Solitary,"100,000-1,000,000",Habitat loss,Long tail and rounded wingtips,"Chicken hawk, flying cross, striker",Unknown,"Woodlands, forests",Carnivore,Unknown,Unknown,Cooper's hawk,Unkown,North America,Unknown,Pairs,BrownGreyWhite,Feathers,Unknown,12 years,0.45kg-0.7kg (1lbs-1.5lbs),0.35m-0.46m (1.1ft-1.5ft),2 years,1 month,3-5,Unknown,Hawk,Unknown,Unknown,Unknown,Unknown,Unknown,35 Days,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0
Budgerigar,['Oceania'],Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Melopsittacus,Melopsittacus undulatus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Open woodland and grassland near water,Omnivore,Unknown,Flock,Unknown,Unkown,Unknown,Natively found in Australia!,Unknown,GreyYellowBlueBlackWhiteGreen,Feathers,Unknown,3 - 6 years,30g - 40g (1oz - 1.4oz),Unknown,Unknown,Unknown,Unknown,"Human, Snakes, Large Birds",Bird,15cm - 20cm (5.9in - 7.8in),Brightly coloured feathers and warble communication calls,Unknown,Unknown,25cm - 35cm (10in - 14in),18 to 20 days,Unknown,6.0,"Seeds, Fruit, Insects, Berries",Unknown,Unknown,Tree cavities,3 to 4 months,Seeds,Unknown,1.0,0,0,0
Baya,['Asia'],Animalia,Chordata,Aves,Passeriformes,Ploceidae,Ploceus,Ploceus philippinus,"Seeds, grains, insects, frogs, and other animals",Unknown,Unknown,Unknown,Habitat loss,The bright yellow plumage,Baya weaver,Unknown,"Grasslands, farmlands, and forests",Omnivore,Unknown,Unknown,Baya,-2.0,South Asia,Unknown,Unknown,BrownYellowBlackWhite,Unknown,Unknown,10-15 years,28g (1oz),Unknown,Unknown,Unknown,Unknown,"Lizards, snakes, crows, and birds of prey",Bird,15cm (6in),Unknown,Unknown,Unknown,25cm (10in),14-17 days,Unknown,-3.0,Unknown,Unknown,Unknown,Thorny trees,17 days,Unknown,Unknown,1.0,1,0,0
Green Bee-Eater,"['Africa', 'Asia', 'Eurasia']",Animalia,Chordata,Aves,Coraciiformes,Meropidae,Merops,Merops orientalis,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Grasslands and open forests,Omnivore,Unknown,Solitary,Green Bee-Eater,Unkown,Unknown,Mainly eats honeybees!,Unknown,BrownYellowBlueBlackWhiteGreenOrange,Feathers,26 mph,12 - 18 years,15g - 20g (0.5oz - 0.7oz),Unknown,Unknown,Unknown,Unknown,"Eagles, Storks, Raptors",Bird,16cm - 18cm (6.2in - 7in),Long curved beak and bright green plumage,Unknown,Unknown,29-49cm (11.4-19.3in),14-22 days,Unknown,4.0,"Honeybee, Bees, Flying Insects",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0
Hornbill,"['Africa', 'Asia', 'Oceania']",Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Unknown,Bucerotidae,Fruits and insects,Chicks,Flock,Varies by species,Habitat loss,The large bill and horn,Unknown,23-96 days,"Rainforests, woodlands and savannas",Omnivore,1-7,Unknown,Hornbill,60.0,"The tropical regions of Africa, Asia and the Pacific Islands",Unknown,Unknown,GreyYellowRedBlueBlackWhiteOrange,Feathers,Unknown,40 years,13.6 lbs,63 inches,up to 6 years,Unknown,1-7,"Owls, eagles and humans",Bird,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0
Parakeet,"['Africa', 'Asia', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Unknown,Unknown,"Insects, sometimes",Unknown,Swarm,Millions,Humans,"Their feathers, which come in many bright colors","Budgie, budgerigar, shell parrot, flight bird, ring-necked parakeet, Quaker parakeet",Unknown,Unknown,Omnivore,Unknown,Unknown,"Parakeet, budgie, conure",Unkown,"Oceania, Asia, southwest Florida, South America, central Africa, Europe",Unknown,Unknown,GreyYellowBlueWhiteAlbinoGreen,Feathers,22 mph,6 to 30 years on average,1.06 to over 3 ounces,3 to 16.5 inches,Unknown,Unknown,Unknown,Unknown,Bird,Unknown,Unknown,Unknown,Unknown,12 to about 19 inches,18 to 21 days,Unknown,Unknown,Unknown,Unknown,Unknown,"Tree cavities, hollow logs, nesting box",30 days to seven weeks,Unknown,Unknown,Unknown,1,0,0
King Vulture,"['Central-America', 'North-America', 'South-America']",Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Sarcoramphus,Sarcoramphus papa,Unknown,Unknown,Unknown,"10,000",Habitat loss,Unknown,Unknown,Unknown,"Forests, savannas, and grasslands",Omnivore,Unknown,Unknown,King Vulture,1.0,Central and South America,Unknown,Unknown,GreyYellowRedBlackWhiteOrange,Feathers,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Cats and snakes,Bird,Unknown,Unknown,Unknown,Unknown,1.8-2m (70-78in),50-60 days,Unknown,1.0,Unknown,Unknown,Unknown,Hollow tree cavities,4-18 months,Unknown,Unknown,Unknown,1,0,0
Sea Eagle,"['Africa', 'Antarctica', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Ocean', 'Oceania']",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus Savigny,Haliaeetus,"Fish, rodents, small birds, reptiles, and amphibians",Unknown,Unknown,More than a million,"Habitat loss, poisoning, and hunting",The contrasting dark and light plumage,Fish eagles and erns,Unknown,"Next to rivers, lakes, and seas",Carnivore,Unknown,Unknown,sea eagle,10.0,everywhere except South America,Unknown,Unknown,BrownYellowBlackWhite,Feathers,98 mph,About 20 years on average,up to 20 pounds,Unknown,Unknown,Unknown,Unknown,Unknown,bird,Up to 3.3 feet,Unknown,Unknown,Unknown,up to seven feet,one month,Unknown,2.0,Unknown,Unknown,Unknown,trees and cliffs,two to three months,Unknown,Unknown,1.0,1,0,0
Great Blue Heron,"['Central-America', 'North-America', 'South-America']",Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea herodias,Unknown,Unknown,Unknown,Unknown,Unknown,6-7 foot wingspan,Unknown,Unknown,Marshes,Carnivore,Unknown,Unknown,Great Blue Heron,Unkown,North America,Unknown,Unknown,GreyBlue,Feathers,Unknown,Unknown,5-6 pounds,38 inches,Unknown,Unknown,2-7 eggs,"Bears and raccoons, crows and ravens, eagles",bird,Unknown,Unknown,Unknown,Unknown,Unknown,30 days,Unknown,Unknown,fish,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0
Crow,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Unknown,"Insects, fruit, carrion",Unknown,Unknown,27 million,Pet trade,Caw,American crow,Unknown,"Fields, orchards, savannas, suburbs",Omnivore,Unknown,Unknown,Crow,Unkown,Unknown,Unknown,Unknown,Black,Feathers,59 mph,4-20 years,11-21 ounces,16-20 inches,Unknown,Unknown,3-7 eggs,"Coyotes, bobcats",Bird,6-10 inches,Unknown,Unknown,Unknown,36 inches,18 days,Unknown,Unknown,Unknown,Unknown,Unknown,"Trees, shrubs, telephone poles",Unknown,Unknown,Unknown,1.0,1,0,0
White-Tailed Eagle,"['Asia', 'Eurasia', 'Europe', 'North-America']",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus albicilla,"fish, birds, small mammals",Unknown,Unknown,"20,000-49,999","human disturbance, habitat destruction",White tail,"White-tailed sea eagle, gray sea eagle, Eurasian sea eagle",Unknown,"Coastal, marine, wetland, grassland, forest",Carnivore,Unknown,Unknown,White-tailed eagle,2.0,Eurasia,Unknown,Unknown,BrownGreyBlackWhiteCream,Feathers,46.5 mph,20-25 years,9.5-12 lbs,66cm-94cm,Unknown,Unknown,2,None,Bird,Unknown,Unknown,Unknown,Unknown,5.8ft-8ft,38-42 days,Unknown,Unknown,Unknown,Unknown,Unknown,"Tree, branch, cliff",1 year,Unknown,Unknown,1.0,1,0,0
Potoo,"['Central-America', 'South-America']",Animalia,Chordata,Aves,Nyctibiiformes,Nyctibiidae,Nyctibius,"Nyctibius bracteatus, Nyctibius grandis, Nyctibius aethereus, Nyctibius leucopterus, Nyctibius maculosus, Nyctibius griseus, Nyctibius jamaicensis","Large insects, a bat or small bird occasionally",Unknown,Unknown,"Possibly in the millions, though the population trend of the common potoo is decreasing. The conservation status of the seven species of potoos is least concern.",habitat destruction,Its eyes,"Poor-me-ones, urutau",Unknown,Rainforest and forest edges,Carnivore,1,Unknown,Potoo,7.0,"South and Central America, Mexico, Hispaniola",Unknown,Unknown,BrownGreyRedBlackWhite,Unknown,Unknown,10 years,12.69 to 22.91 ounces,8.3 to 22.8 inches,Unknown,Unknown,1,"Monkeys, tayras, birds of prey",Bird,Unknown,Unknown,Unknown,Unknown,27.6 to 31.7 inches,one month,Unknown,Unknown,Unknown,Unknown,Unknown,On a hollow in a tree limb,25 to 55 days,Unknown,Unknown,1.0,1,0,0
Jackdaw,"['Asia', 'Eurasia', 'Europe']",Animalia,Chordata,Aves,Passeriformes,Corvidae,Unknown,Unknown,"Seeds, fruits, insects, spiders, snails, carrion, and bird eggs",Unknown,Unknown,Around 100 million,Predators,The silvery white plumage around the neck,"Jackerdaw, sea crow, cawdaw, caddy",Unknown,"Farmlands, woodlands, cliffs, and urban environments",Omnivore,Unknown,Unknown,Jackdaw,1.0,Eurasia,Unknown,Unknown,GreyBlackWhitePurpleSilver,Feathers,25 mph,5 years on average,8 ounces,Unknown,Unknown,Unknown,Unknown,"Birds of prey, stoats, weasels, polecats, cats, and rodents",Bird,13 inches,Unknown,Unknown,Unknown,27in,17-18 days,Unknown,Unknown,Unknown,Unknown,Unknown,Hollow cavities,A month,Unknown,Unknown,1.0,1,0,0
Red Finch,"['Central-America', 'North-America']",Animalia,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,Haemorhous mexicanus,"Grains, seeds, flowers",Chick,Social,67 million - 1.7 billion in North America,Captured for pets,Bright red breast of male,House finch,12 to 17 days,"Desert grassland, open desert, oak savannah, suburban areas, shrubland",Herbivore,Unknown,Unknown,Red finch,3.0,"United States, Canada, Mexico",Unknown,Social,BrownRedWhite,Feathers,Unknown,139 months,0.67 to 0.78 oz,5.5 i,1 year,19 days,3-6,"Domesticated cats, skunks, hawks, raccoons, snakes, rats, Blue jays",Bird,3-4 in,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0
Zebra Finch,"['Asia', 'Oceania']",Animalia,Chordata,Aves,Passeriformes,Estrildidae,Taeniopygia,Taeniopygia guttata,"Seeds, fruits, vegetables, and insects",Unknown,Unknown,Unknown,Predators,The speckled or striped plumage along the sides and tail,Unknown,Unknown,Savannas and grasslands,Omnivore,Unknown,Unknown,Zebra Finch,1.0,Australia and Timor,Unknown,Unknown,GreyRedBlackWhiteOrange,Feathers,Unknown,Unknown,12g,4 inches,Unknown,Unknown,Unknown,"Marsupials, snakes, mice, and birds of prey",Bird,Unknown,Unknown,Unknown,Unknown,8-9 inches,2 weeks,Unknown,Unknown,Unknown,Unknown,Unknown,"Trees, bushes, or burrows",3 weeks,Unknown,Unknown,Unknown,1,0,0
Song Thrush,"['Africa', 'Asia', 'Europe']",Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus philomelos,"Insects and their larvae, snails, earthworms, slugs",Unknown,Unknown,75 million to about 120 million birds.,Habitat disruption,its song,"Throstle, mavis",Unknown,"Woods, temperate forests, scrub, shrublands, mountains, farms, gardens, parks",Omnivore,Unknown,Unknown,song thrush,1.0,"Europe, North Africa, Middle East, New Zealand, Australia",Unknown,Unknown,BrownYellowCream,Unknown,35 mph,three to ten years,"1.76 to 3.77 ounces, females a bit heavier",7.87 to 9.45 inches,Unknown,Unknown,four to five,"Birds of prey, cats, dogs, humans",bird,Unknown,Unknown,Unknown,Unknown,13.38 inches,10-17 days,Unknown,4.0,Unknown,Unknown,Unknown,"In a tree, in shrubs or creepers, on the ground",two weeks,Unknown,Unknown,1.0,1,0,0
Pelican,['Least Concern'],Animalia,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Arid islands and coastal waters,Omnivore,Unknown,Flock,Unknown,Unkown,Unknown,Can have a wingspan of up to 3 meters!,Unknown,GreyBlackWhite,Feathers,40 mph,16 - 23 years,2.7kg - 15kg (6lbs - 33lbs),Unknown,Unknown,Unknown,Unknown,"Human, Cat, Coyote",Bird,106cm - 183cm (42in - 72in),Pouch hanging from underside of beak and keen eyesight,Unknown,Unknown,183cm - 350cm (72in - 138in),Unknown,Unknown,6.0,"Fish, Crabs, Turtles",Unknown,Unknown,"Ground or tree, depending on the species",Unknown,Fish,Unknown,Unknown,1,0,0
Heron,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Aves,Ciconiiformes,Ardeidae,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Wetland regions,Carnivore,Unknown,Solitary,Unknown,Unkown,Unknown,Inhabits wetlands around the world!,Unknown,BrownGreyBlackWhite,Feathers,40 mph,15 - 20 years,1.5kg - 3kg (3.3lbs - 6.6lbs),Unknown,Unknown,Unknown,Unknown,"Fox, Mink, Raccoon",Bird,85cm - 140cm (34in - 55in),Long thin legs and pointed beak,Unknown,Unknown,Up to 91in,A month,Unknown,Unknown,"Fish, Insects, Molluscs",Unknown,Unknown,"Bushes, cliffs, or trees",2-3 months,Fish,Unknown,1.0,1,0,0
Orange-Crowned Warbler,"['Central-America', 'North-America']",Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,Leiothlypis celata,Insects,Unknown,Unknown,76 million,Global warming and urbanization.,Yellow or dusky undertail.,Unknown,Unknown,Forests,Omnivore,Unknown,Unknown,Orange-crowned warbler,1.0,"United States, Bahamas, Belize, Canada, Costa Rica, El Salvador, Guatemala, Mexico, Saint Pierre and Miquelon, and Turks and Caicos Islands.",Unknown,Unknown,YellowBlackOlive,Feathers,25 mph,6 – 8 years,9 grams,4.8 – 5.3 inches,Unknown,Unknown,3-6 chicks,"Cats (domestic and wild), birds of prey (hawks, eagles, etc.)",Bird,Unknown,Unknown,Unknown,Unknown,7.25 inches,12 days,Unknown,Unknown,Unknown,Unknown,Unknown,"Ground, scrub oak, riverside willows.",Unknown,Unknown,Unknown,1.0,1,0,0
Lyrebird,['Oceania'],Animalia,Chordata,Aves,Passeriformes,Menuridae,Menura,Unknown,"Invertebrates, small lizards and frogs",Unknown,Unknown,"3500 for Albert’s lyrebird, over 10,000 for Superb lyrebird","Habitat destruction, hunting, invasive species such as red foxes",The male bird’s skill at mimicry,"Bulln-bulln, weringerong, woorail for the Superb, northern lyrebird for the Albert’s",Unknown,Bushland and rainforests,Carnivore,Unknown,Unknown,Lyrebird,2.0,"Australia: Victoria, Tasmania and New South Wales for the Superb lyrebird, Queensland for Albert’s lyrebird",Unknown,Unknown,BrownGrey,Feathers,9 mph,Up to 30 years,"Superb lyrebirds weigh around 2.14 pounds, Albert’s 2.06 pounds","74 to 98 inches long for the Superb, 84 to 90 inches long for Albert’s",Unknown,Unknown,1,"Birds of prey, including currawongs, foxes, cats and dogs",Bird,Unknown,Unknown,Unknown,Unknown,27 to 31 inches,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,On an earthen mound or among rocks,Six weeks,Unknown,Unknown,Unknown,1,0,0
Golden Masked Owl,['Oceania'],Animalia,Chordata,Aves,Strigiformes,Tytonidae,Tyto,Tyto aurantia,"Rodents, insects, birds, rabbits","Owlets, nestlings",Unknown,"2,500-9,999 individuals",Habitat loss,"Heart-shaped, bright white face","Bismarck masked owl, New Britain barn owl, New Britain masked owl",32 days,Lowland and coniferous forests,Carnivore,Unknown,NocturnalSolitary,Golden masked owl,16.0,"Tropical forest in New Britain, Papua New Guinea",Unknown,Bird,BrownWhiteLight-Brown,Feathers,20 mph,4 years,0.9lbs – 1.7lbs,Unknown,1 year old,Unknown,2-3 eggs,Unknown,Unknown,10.6in - 12.9in,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Saltwater,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0
Blue Jay,['North-America'],Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanocitta,Cyanocitta cristata,"Grasshoppers, caterpillars, beetles",Nestlings,Unknown,13 million,Predators and collision with man-made structures,“Jay-jay” sounds while communicating and bright blue feathers,Unknown,16 to 18 days,"Low forest areas, oak and beech trees, city parks, residential areas",Omnivore,Unknown,DiurnalSociable,Blue Jay,3.0,"North America, Southern Canada",Unknown,Party/ band,Blue,Feathers,25 mph,7 years on an average,2.7 to 3.5 oz,9 to 12 inches,One year,17 to 21 days old,Two to seven nestlings,"Cats, hawks, owls, snakes, raccoons",Unknown,9 to 12 inches,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Nuts, seeds, acorns, grasshoppers, caterpillars, beetles, eggs, nestlings",Unknown,Unknown,1,0,0
Song Sparrow,"['Central-America', 'North-America']",Animalia,Chordata,Aves,Passeriformes,Passerelidae,Melospiza,Melospiza melodia,Insects,"Nestling, fledgling",Solitary,Over 100 million,Habitat loss,Distinctive brown and gray stripes,Song sparrow,12 to 14 days,"Shrubs, gardens, woodlands",Omnivore,Unknown,Unknown,Unknown,Unkown,North America,Unknown,Unknown,BrownGreyWhiteChestnut,Feathers,30 mph,4 to 5 years,0.4 to 1.9 ounces,4.7 to 7 inches,1 year,10 to 12 days,3-6,"Owls, hawks, cats",Sparrow,3 inches,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0
Bearded Vulture,"['Africa', 'Asia', 'Europe']",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Unknown,Gypaetus barbatus,"Tortoises, mammals, birds",Unknown,Unknown,"1,675-6,700","Poisoning, power lines",Black bristly feathers under its bill,Lammergeier,Unknown,"Rocky cliffs, shrublands, forests",Carnivore,1-2,Unknown,Bearded vulture,11.0,"Asia, Africa, Europe",Unknown,Unknown,GreyYellowRedBlackCream,Feathers,40 mph,Unknown,Unknown,Unknown,Unknown,Unknown,1-2,Humans,bird,Unknown,Unknown,Unknown,Unknown,7.5 feet to 9 feet,53-60,Unknown,-2.0,Unknown,Unknown,Unknown,Rocky ledges,3 months,Unknown,Unknown,Unknown,0,1,0
